primary_label,secondary_labels,type,latitude,longitude,scientific_name,common_name,author,license,rating,url,filename,geometry
commoo3,[],[''],53.5971,-6.3923,Gallinula chloropus,Eurasian Moorhen,Paul Kelly,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/801224,commoo3/XC801224.ogg,POINT (-6.3923 53.5971)
commoo3,[],"['call', 'nocturnal flight call']",51.9612,5.8104,Gallinula chloropus,Eurasian Moorhen,James Lidster,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/528509,commoo3/XC528509.ogg,POINT (5.8104 51.9612)
commoo3,['comgre'],"['life stage uncertain', 'nocturnal flight call', 'sex uncertain']",57.0161,-6.2787,Gallinula chloropus,Eurasian Moorhen,Sean Morris,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/637461,commoo3/XC637461.ogg,POINT (-6.2787 57.0161)
commoo3,[],[''],52.2032,-6.4563,Gallinula chloropus,Eurasian Moorhen,Paul Kelly,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/842198,commoo3/XC842198.ogg,POINT (-6.4563 52.2032)
commoo3,[],"['call', 'flight call', 'nocturnal flight call']",54.2081,-0.2889,Gallinula chloropus,Eurasian Moorhen,Mark Pearson,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/627199,commoo3/XC627199.ogg,POINT (-0.2889 54.2081)
commoo3,[],"['adult', 'call', 'sex uncertain']",50.2024,1.7251,Gallinula chloropus,Eurasian Moorhen,Tristan Guillebot de Nerville,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,http://xeno-canto.org/690298,commoo3/XC690298.ogg,POINT (1.7251 50.2024)
commoo3,[],['nocturnal flight call'],54.949,-1.48,Gallinula chloropus,Eurasian Moorhen,Mark Newsome,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/618889,commoo3/XC618889.ogg,POINT (-1.48 54.949)
commoo3,[],['nocturnal flight call'],51.4309,-2.8518,Gallinula chloropus,Eurasian Moorhen,Paul Williams,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/586135,commoo3/XC586135.ogg,POINT (-2.8518 51.4309)
commoo3,[],['nocturnal flight call'],52.3559,4.9373,Gallinula chloropus,Eurasian Moorhen,guus van duin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,1.0,https://www.xeno-canto.org/557365,commoo3/XC557365.ogg,POINT (4.9373 52.3559)
commoo3,[],"['life stage uncertain', 'sex uncertain']",51.225,-2.978,Gallinula chloropus,Eurasian Moorhen,Paul Bate,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/639676,commoo3/XC639676.ogg,POINT (-2.978 51.225)
litgre1,[],"['adult', 'nocturnal flight call', 'sex uncertain']",52.754,-8.4961,Tachybaptus ruficollis,Little Grebe,Michael John O Mahony,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/663870,litgre1/XC663870.ogg,POINT (-8.4961 52.754)
litgre1,[],['flight call'],52.0612,5.371,Tachybaptus ruficollis,Little Grebe,Aat Schaftenaar,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.0,https://www.xeno-canto.org/424678,litgre1/XC424678.ogg,POINT (5.371 52.0612)
litgre1,[],['song'],52.2415,1.6225,Tachybaptus ruficollis,Little Grebe,GABRIEL LEITE,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/370797,litgre1/XC370797.ogg,POINT (1.6225 52.2415)
litgre1,[],['nocturnal flight call'],50.7347,3.2143,Tachybaptus ruficollis,Little Grebe,Christophe Gruwier,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/627710,litgre1/XC627710.ogg,POINT (3.2143 50.7347)
litgre1,[],"['song', 'various calls - all listed in accompanying comments']",54.6586,-5.5758,Tachybaptus ruficollis,Little Grebe,Anthony McGeehan ,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/548737,litgre1/XC548737.ogg,POINT (-5.5758 54.6586)
litgre1,[],['adult'],57.3211,-4.2742,Tachybaptus ruficollis,Little Grebe,Peter Stronach,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,http://xeno-canto.org/677251,litgre1/XC677251.ogg,POINT (-4.2742 57.3211)
litgre1,[],"['call', 'flight call', 'life stage uncertain', 'nocturnal flight call', 'sex uncertain']",52.3088,-1.3115,Tachybaptus ruficollis,Little Grebe,Theo de Clermont,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.0,https://www.xeno-canto.org/552149,litgre1/XC552149.ogg,POINT (-1.3115 52.3088)
litgre1,[],[''],54.2081,-0.2889,Tachybaptus ruficollis,Little Grebe,Mark Pearson,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/721457,litgre1/XC721457.ogg,POINT (-0.2889 54.2081)
litgre1,[],['call'],51.6371,5.1319,Tachybaptus ruficollis,Little Grebe,Twan Mols,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/630675,litgre1/XC630675.ogg,POINT (5.1319 51.6371)
litgre1,[],['song'],51.8585,-8.2699,Tachybaptus ruficollis,Little Grebe,Irish Wildlife Sounds,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/626979,litgre1/XC626979.ogg,POINT (-8.2699 51.8585)
comsan,[],['flight call'],52.1593,5.3563,Actitis hypoleucos,Common Sandpiper,Johan Jordaans,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/367395,comsan/XC367395.ogg,POINT (5.3563 52.1593)
comsan,[],['nocturnal flight call'],50.7347,3.2143,Actitis hypoleucos,Common Sandpiper,Christophe Gruwier,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/578546,comsan/XC578546.ogg,POINT (3.2143 50.7347)
comsan,[],"['call', 'long whistles']",51.4812,-9.7785,Actitis hypoleucos,Common Sandpiper,Irish Wildlife Sounds,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.0,http://xeno-canto.org/686324,comsan/XC686324.ogg,POINT (-9.7785 51.4812)
comsan,[],['nocturnal flight call'],50.7193,3.2228,Actitis hypoleucos,Common Sandpiper,Nicolas Selosse,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.0,https://www.xeno-canto.org/552167,comsan/XC552167.ogg,POINT (3.2228 50.7193)
comsan,[],['nocturnal flight call'],51.4309,-2.8518,Actitis hypoleucos,Common Sandpiper,Paul Williams,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/586330,comsan/XC586330.ogg,POINT (-2.8518 51.4309)
comsan,[],"['adult', 'call', 'sex uncertain']",57.0161,-6.2787,Actitis hypoleucos,Common Sandpiper,Sean Morris,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/663708,comsan/XC663708.ogg,POINT (-6.2787 57.0161)
comsan,[],[''],49.1144,-0.4023,Actitis hypoleucos,Common Sandpiper,Martin Billard,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/743779,comsan/XC743779.ogg,POINT (-0.4023 49.1144)
comsan,[],[''],53.2509,5.598,Actitis hypoleucos,Common Sandpiper,Gosse Hoekstra,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/721216,comsan/XC721216.ogg,POINT (5.598 53.2509)
comsan,[],[''],52.3629,-1.8363,Actitis hypoleucos,Common Sandpiper,John Sirrett,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/833512,comsan/XC833512.ogg,POINT (-1.8363 52.3629)
comsan,[],[''],52.1963,-6.4439,Actitis hypoleucos,Common Sandpiper,Paul Kelly,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/821518,comsan/XC821518.ogg,POINT (-6.4439 52.1963)
graher1,[],['flight call'],52.0082,4.9004,Ardea cinerea,Gray Heron,Albert Noorlander,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/560711,graher1/XC560711.ogg,POINT (4.9004 52.0082)
graher1,[],[''],52.6525,-0.6367,Ardea cinerea,Gray Heron,Andrew Harrop,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/757679,graher1/XC757679.ogg,POINT (-0.6367 52.6525)
graher1,[],[''],53.93,-6.5882,Ardea cinerea,Gray Heron,Dean McDonnell,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/801005,graher1/XC801005.ogg,POINT (-6.5882 53.93)
graher1,[],"['flight call', 'nocturnal flight call']",50.7542,4.5672,Ardea cinerea,Gray Heron,Frederik Fluyt,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/585613,graher1/XC585613.ogg,POINT (4.5672 50.7542)
graher1,[],['flight call'],51.4023,4.4307,Ardea cinerea,Gray Heron,Bram Vogels,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/601949,graher1/XC601949.ogg,POINT (4.4307 51.4023)
graher1,[],"['flight call', 'nocturnal flight call']",51.0406,3.713,Ardea cinerea,Gray Heron,Koen Lepla,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/589266,graher1/XC589266.ogg,POINT (3.713 51.0406)
graher1,[],"['flight call', 'nocturnal flight call']",51.4787,3.6162,Ardea cinerea,Gray Heron,Gerard Troost,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,0.0,https://www.xeno-canto.org/558796,graher1/XC558796.ogg,POINT (3.6162 51.4787)
graher1,[],['nocturnal flight call'],51.4522,-9.8189,Ardea cinerea,Gray Heron,Irish Wildlife Sounds,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,http://xeno-canto.org/667492,graher1/XC667492.ogg,POINT (-9.8189 51.4522)
graher1,[],['flight call'],52.0612,5.371,Ardea cinerea,Gray Heron,Aat Schaftenaar,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/419135,graher1/XC419135.ogg,POINT (5.371 52.0612)
graher1,[],"['adult', 'call', 'flight call', 'nocturnal flight call', 'sex uncertain']",57.2636,-3.6541,Ardea cinerea,Gray Heron,Peter Stronach,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/570016,graher1/XC570016.ogg,POINT (-3.6541 57.2636)
comgre,[],[''],52.1963,-6.4439,Tringa nebularia,Common Greenshank,Paul Kelly,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/741384,comgre/XC741384.ogg,POINT (-6.4439 52.1963)
comgre,[],['flight call'],49.3907,-1.1681,Tringa nebularia,Common Greenshank,Alain Verneau,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/592706,comgre/XC592706.ogg,POINT (-1.1681 49.3907)
comgre,[],['flight call'],51.9512,5.956,Tringa nebularia,Common Greenshank,Jorick van de Westeringh,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/644750,comgre/XC644750.ogg,POINT (5.956 51.9512)
comgre,[],['flight call'],51.8589,-8.1893,Tringa nebularia,Common Greenshank,Harry Hussey,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/390392,comgre/XC390392.ogg,POINT (-8.1893 51.8589)
comgre,[],"['call', 'flight call']",53.9299,-2.9833,Tringa nebularia,Common Greenshank,Chris Batty,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,https://www.xeno-canto.org/507426,comgre/XC507426.ogg,POINT (-2.9833 53.9299)
comgre,[],"['alarm call', 'nocturnal flight call']",51.4522,-9.8189,Tringa nebularia,Common Greenshank,Irish Wildlife Sounds,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,http://xeno-canto.org/667681,comgre/XC667681.ogg,POINT (-9.8189 51.4522)
comgre,[],['nocturnal flight call'],51.4812,-9.7785,Tringa nebularia,Common Greenshank,Irish Wildlife Sounds,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,http://xeno-canto.org/686495,comgre/XC686495.ogg,POINT (-9.7785 51.4812)
comgre,[],[''],52.1963,-6.4439,Tringa nebularia,Common Greenshank,Paul Kelly,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/821063,comgre/XC821063.ogg,POINT (-6.4439 52.1963)
comgre,[],"['call', 'flight call']",51.3436,0.888,Tringa nebularia,Common Greenshank,Arjun Dutta,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/581089,comgre/XC581089.ogg,POINT (0.888 51.3436)
comgre,[],['alarm call'],51.4812,-9.7785,Tringa nebularia,Common Greenshank,Irish Wildlife Sounds,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,http://xeno-canto.org/692931,comgre/XC692931.ogg,POINT (-9.7785 51.4812)
lirplo,[],['nocturnal flight call'],51.0406,3.713,Charadrius dubius,Little Ringed Plover,Koen Lepla,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,1.0,https://www.xeno-canto.org/553532,lirplo/XC553532.ogg,POINT (3.713 51.0406)
lirplo,[],['flight call'],52.0612,5.371,Charadrius dubius,Little Ringed Plover,Aat Schaftenaar,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,1.0,https://www.xeno-canto.org/422711,lirplo/XC422711.ogg,POINT (5.371 52.0612)
lirplo,[],"['flight call', 'nocturnal flight call']",52.2183,0.1441,Charadrius dubius,Little Ringed Plover,Simon Gillings,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/475070,lirplo/XC475070.ogg,POINT (0.1441 52.2183)
lirplo,[],[''],52.1963,-6.4439,Charadrius dubius,Little Ringed Plover,Paul Kelly,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/747057,lirplo/XC747057.ogg,POINT (-6.4439 52.1963)
lirplo,[],['call'],51.7159,5.6055,Charadrius dubius,Little Ringed Plover,Bart Gras,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/234556,lirplo/XC234556.ogg,POINT (5.6055 51.7159)
lirplo,[],[''],53.2509,5.598,Charadrius dubius,Little Ringed Plover,Gosse Hoekstra,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/737553,lirplo/XC737553.ogg,POINT (5.598 53.2509)
lirplo,[],"['adult', 'nocturnal flight call', 'sex uncertain']",54.949,-1.48,Charadrius dubius,Little Ringed Plover,Mark Newsome,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/559879,lirplo/XC559879.ogg,POINT (-1.48 54.949)
lirplo,[],"['call', 'female']",49.9149,-6.3029,Charadrius dubius,Little Ringed Plover,Ashley Fisher,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.0,https://www.xeno-canto.org/128884,lirplo/XC128884.ogg,POINT (-6.3029 49.9149)
lirplo,[],"['flight call', 'nocturnal flight call']",51.4787,3.6162,Charadrius dubius,Little Ringed Plover,Gerard Troost,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,0.0,https://www.xeno-canto.org/564761,lirplo/XC564761.ogg,POINT (3.6162 51.4787)
lirplo,[],[''],52.3667,-1.836,Charadrius dubius,Little Ringed Plover,John Sirrett,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/712410,lirplo/XC712410.ogg,POINT (-1.836 52.3667)
rorpar,[],[''],49.5203,0.1732,Psittacula krameri,Rose-ringed Parakeet,Martin Billard,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/855826,rorpar/XC855826.ogg,POINT (0.1732 49.5203)
rorpar,[],['call'],52.0814,4.2695,Psittacula krameri,Rose-ringed Parakeet,Sander Pieterse,Creative Commons Attribution-ShareAlike 3.0,4.5,https://www.xeno-canto.org/35091,rorpar/XC35091.ogg,POINT (4.2695 52.0814)
rorpar,[],[''],55.8978,-4.3119,Psittacula krameri,Rose-ringed Parakeet,S P Milligan,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/859070,rorpar/XC859070.ogg,POINT (-4.3119 55.8978)
rorpar,[],[''],51.4279,5.4685,Psittacula krameri,Rose-ringed Parakeet,Jorge Leitão,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/780692,rorpar/XC780692.ogg,POINT (5.4685 51.4279)
rorpar,[],"['call', 'flight call']",52.3083,4.6775,Psittacula krameri,Rose-ringed Parakeet,Meijer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/200786,rorpar/XC200786.ogg,POINT (4.6775 52.3083)
rorpar,[],[''],53.3548,-2.1179,Psittacula krameri,Rose-ringed Parakeet,Andrew Harrop,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/856690,rorpar/XC856690.ogg,POINT (-2.1179 53.3548)
rorpar,[],['flight call'],53.7773,-2.6316,Psittacula krameri,Rose-ringed Parakeet,Zac Hinchcliffe,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,https://www.xeno-canto.org/199472,rorpar/XC199472.ogg,POINT (-2.6316 53.7773)
rorpar,[],[''],49.0891,2.554,Psittacula krameri,Rose-ringed Parakeet,JUNG Théo,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/736982,rorpar/XC736982.ogg,POINT (2.554 49.0891)
rorpar,[],"['call', 'song']",51.581,-0.7384,Psittacula krameri,Rose-ringed Parakeet,Dawid Jablonski,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/179220,rorpar/XC179220.ogg,POINT (-0.7384 51.581)
rorpar,[],[''],51.6287,-0.2068,Psittacula krameri,Rose-ringed Parakeet,Samuel Levy,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://xeno-canto.org/695377,rorpar/XC695377.ogg,POINT (-0.2068 51.6287)
grnsan,[],['nocturnal flight call'],51.1724,4.3357,Tringa ochropus,Green Sandpiper,Joachim Pintens,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/547921,grnsan/XC547921.ogg,POINT (4.3357 51.1724)
grnsan,[],['call'],51.3672,5.8406,Tringa ochropus,Green Sandpiper,Ad Hilders,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,http://xeno-canto.org/671657,grnsan/XC671657.ogg,POINT (5.8406 51.3672)
grnsan,[],['nocturnal flight call'],51.0445,2.3912,Tringa ochropus,Green Sandpiper,Julien Piette,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,0.0,https://www.xeno-canto.org/570186,grnsan/XC570186.ogg,POINT (2.3912 51.0445)
grnsan,[],[''],54.2081,-0.2889,Tringa ochropus,Green Sandpiper,Mark Pearson,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://xeno-canto.org/696134,grnsan/XC696134.ogg,POINT (-0.2889 54.2081)
grnsan,[],['flight call'],49.7058,-1.3817,Tringa ochropus,Green Sandpiper,Alain Verneau,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.0,https://www.xeno-canto.org/440121,grnsan/XC440121.ogg,POINT (-1.3817 49.7058)
grnsan,[],"['call', 'flight call', 'nocturnal flight call']",51.9839,5.3368,Tringa ochropus,Green Sandpiper,Peter van Vlaardingen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/586839,grnsan/XC586839.ogg,POINT (5.3368 51.9839)
grnsan,[],['nocturnal flight call'],51.3532,-0.1461,Tringa ochropus,Green Sandpiper,Arjun Dutta,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/590726,grnsan/XC590726.ogg,POINT (-0.1461 51.3532)
grnsan,[],[''],53.3483,-6.5103,Tringa ochropus,Green Sandpiper,Paul Kelly,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/738287,grnsan/XC738287.ogg,POINT (-6.5103 53.3483)
grnsan,[],['flight call'],51.8884,-8.2515,Tringa ochropus,Green Sandpiper,Harry Hussey,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/392805,grnsan/XC392805.ogg,POINT (-8.2515 51.8884)
grnsan,[],"['Anthropogenic', 'nocturnal flight call']",52.3857,-1.7909,Tringa ochropus,Green Sandpiper,John Sirrett,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/589084,grnsan/XC589084.ogg,POINT (-1.7909 52.3857)
eucdov,[],"['male', 'song']",54.1097,-2.359,Streptopelia decaocto,Eurasian Collared-Dove,Andrew Harrop,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/455705,eucdov/XC455705.ogg,POINT (-2.359 54.1097)
eucdov,[],"['call', 'flight call', 'song']",51.9612,5.8104,Streptopelia decaocto,Eurasian Collared-Dove,James Lidster,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/360303,eucdov/XC360303.ogg,POINT (5.8104 51.9612)
eucdov,[],['song'],52.6363,1.2763,Streptopelia decaocto,Eurasian Collared-Dove,Guy Kirwan,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,https://www.xeno-canto.org/362647,eucdov/XC362647.ogg,POINT (1.2763 52.6363)
eucdov,[],[''],51.4279,5.4685,Streptopelia decaocto,Eurasian Collared-Dove,Jorge Leitão,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/783322,eucdov/XC783322.ogg,POINT (5.4685 51.4279)
eucdov,[],['song'],55.9964,-3.4671,Streptopelia decaocto,Eurasian Collared-Dove,Mike Nelson,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.0,https://www.xeno-canto.org/133855,eucdov/XC133855.ogg,POINT (-3.4671 55.9964)
eucdov,[],"['call', 'male', 'song']",51.7489,5.8896,Streptopelia decaocto,Eurasian Collared-Dove,J. Veeken,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/562813,eucdov/XC562813.ogg,POINT (5.8896 51.7489)
eucdov,[],['call'],51.5121,4.4359,Streptopelia decaocto,Eurasian Collared-Dove,Ad Hilders,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/583067,eucdov/XC583067.ogg,POINT (4.4359 51.5121)
eucdov,[],"['anthropogenic', 'flight call', 'song', 'wingbeats']",52.3857,-1.7909,Streptopelia decaocto,Eurasian Collared-Dove,John Sirrett,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/666258,eucdov/XC666258.ogg,POINT (-1.7909 52.3857)
eucdov,[],['flight call'],53.9299,-2.9833,Streptopelia decaocto,Eurasian Collared-Dove,Chris Batty,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/507347,eucdov/XC507347.ogg,POINT (-2.9833 53.9299)
eucdov,[],[''],51.4279,5.4685,Streptopelia decaocto,Eurasian Collared-Dove,Jorge Leitão,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/772329,eucdov/XC772329.ogg,POINT (5.4685 51.4279)
