primary_label,secondary_labels,type,latitude,longitude,scientific_name,common_name,author,license,rating,url,filename,geometry
eaywag1,[],"['call', 'flight call']",53.9299,-2.9833,Motacilla flava,Western Yellow Wagtail,Chris Batty,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/507665,eaywag1/XC507665.ogg,POINT (-2.9833 53.9299)
eaywag1,[],"['call', 'flight call']",53.9299,-2.9833,Motacilla flava,Western Yellow Wagtail,Chris Batty,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,https://www.xeno-canto.org/507667,eaywag1/XC507667.ogg,POINT (-2.9833 53.9299)
eaywag1,[],"['call', 'flight call']",53.9299,-2.9833,Motacilla flava,Western Yellow Wagtail,Chris Batty,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/507670,eaywag1/XC507670.ogg,POINT (-2.9833 53.9299)
eaywag1,[],"['call', 'flight call']",53.9299,-2.9833,Motacilla flava,Western Yellow Wagtail,Chris Batty,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/507675,eaywag1/XC507675.ogg,POINT (-2.9833 53.9299)
eaywag1,[],"['call', 'flight call']",53.9299,-2.9833,Motacilla flava,Western Yellow Wagtail,Chris Batty,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/507676,eaywag1/XC507676.ogg,POINT (-2.9833 53.9299)
eaywag1,[],"['call', 'flight call']",53.9299,-2.9833,Motacilla flava,Western Yellow Wagtail,Chris Batty,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,https://www.xeno-canto.org/507677,eaywag1/XC507677.ogg,POINT (-2.9833 53.9299)
eaywag1,[],['call'],51.9612,5.8104,Motacilla flava,Western Yellow Wagtail,James Lidster,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.0,https://www.xeno-canto.org/528316,eaywag1/XC528316.ogg,POINT (5.8104 51.9612)
eaywag1,[],"['call', 'flight call']",53.9299,-2.9833,Motacilla flava,Western Yellow Wagtail,Chris Batty,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/530535,eaywag1/XC530535.ogg,POINT (-2.9833 53.9299)
eaywag1,['houspa'],"['call', 'flight call']",53.9299,-2.9833,Motacilla flava,Western Yellow Wagtail,Chris Batty,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,https://www.xeno-canto.org/530537,eaywag1/XC530537.ogg,POINT (-2.9833 53.9299)
eaywag1,[],"['adult', 'call', 'flight call', 'male']",52.3088,-1.3115,Motacilla flava,Western Yellow Wagtail,Theo de Clermont,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.0,https://www.xeno-canto.org/566528,eaywag1/XC566528.ogg,POINT (-1.3115 52.3088)
eaywag1,[],['call'],51.4092,4.4129,Motacilla flava,Western Yellow Wagtail,Bram Vogels,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/583486,eaywag1/XC583486.ogg,POINT (4.4129 51.4092)
eaywag1,[],['flight call'],50.8304,-1.2379,Motacilla flava,Western Yellow Wagtail,Amy,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,https://www.xeno-canto.org/584192,eaywag1/XC584192.ogg,POINT (-1.2379 50.8304)
eaywag1,[],"['adult', 'call']",51.2169,-3.0103,Motacilla flava,Western Yellow Wagtail,Craig Brookes,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/586656,eaywag1/XC586656.ogg,POINT (-3.0103 51.2169)
eaywag1,[],['flight call'],53.5145,-1.7719,Motacilla flava,Western Yellow Wagtail,David Pennington,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/587683,eaywag1/XC587683.ogg,POINT (-1.7719 53.5145)
eaywag1,[],"['flight call', 'life stage uncertain', 'sex uncertain']",50.8319,-1.236,Motacilla flava,Western Yellow Wagtail,Amy Robjohns,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/588173,eaywag1/XC588173.ogg,POINT (-1.236 50.8319)
eaywag1,[],['flight call'],51.408,-3.1736,Motacilla flava,Western Yellow Wagtail,Graham Smith,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/588750,eaywag1/XC588750.ogg,POINT (-3.1736 51.408)
eaywag1,[],"['flight call', 'life stage uncertain', 'sex uncertain']",51.5196,-0.3239,Motacilla flava,Western Yellow Wagtail,Bill Haines,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/592475,eaywag1/XC592475.ogg,POINT (-0.3239 51.5196)
eaywag1,[],['flight call'],51.4023,4.4307,Motacilla flava,Western Yellow Wagtail,Bram Vogels,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/603005,eaywag1/XC603005.ogg,POINT (4.4307 51.4023)
eaywag1,['houspa'],"['call', 'flight call']",53.9299,-2.9833,Motacilla flava,Western Yellow Wagtail,Chris Batty,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/624100,eaywag1/XC624100.ogg,POINT (-2.9833 53.9299)
eaywag1,[],"['call', 'flight call']",53.9299,-2.9833,Motacilla flava,Western Yellow Wagtail,Chris Batty,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/624104,eaywag1/XC624104.ogg,POINT (-2.9833 53.9299)
eaywag1,[],"['call', 'flight call']",53.9299,-2.9833,Motacilla flava,Western Yellow Wagtail,Chris Batty,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,https://www.xeno-canto.org/624106,eaywag1/XC624106.ogg,POINT (-2.9833 53.9299)
eaywag1,[],"['adult', 'call', 'sex uncertain']",49.8506,2.7564,Motacilla flava,Western Yellow Wagtail,Florian Kubala,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/638050,eaywag1/XC638050.ogg,POINT (2.7564 49.8506)
eaywag1,[],['call'],52.5982,-1.7157,Motacilla flava,Western Yellow Wagtail,Mark Smiles,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/644748,eaywag1/XC644748.ogg,POINT (-1.7157 52.5982)
eaywag1,[],['flight call'],52.5352,-6.2209,Motacilla flava,Western Yellow Wagtail,Irish Wildlife Sounds,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/645414,eaywag1/XC645414.ogg,POINT (-6.2209 52.5352)
eaywag1,[],"['adult', 'flight call']",50.6042,-1.1895,Motacilla flava,Western Yellow Wagtail,Jon Sparshott,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,1.5,https://www.xeno-canto.org/648175,eaywag1/XC648175.ogg,POINT (-1.1895 50.6042)
eaywag1,[],['call'],51.426,4.558,Motacilla flava,Western Yellow Wagtail,Bram Vogels,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/650553,eaywag1/XC650553.ogg,POINT (4.558 51.426)
eaywag1,[],"['adult', 'alarm call', 'call', 'male']",58.5698,-4.7447,Motacilla flava,Western Yellow Wagtail,Peter Stronach,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/651039,eaywag1/XC651039.ogg,POINT (-4.7447 58.5698)
eaywag1,[],"['adult', 'call', 'sex uncertain']",58.7341,5.5414,Motacilla flava,Western Yellow Wagtail,Frode Falkenberg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/657192,eaywag1/XC657192.ogg,POINT (5.5414 58.7341)
eaywag1,[],['flight call'],53.5337,-1.7832,Motacilla flava,Western Yellow Wagtail,David Pennington,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,http://xeno-canto.org/670117,eaywag1/XC670117.ogg,POINT (-1.7832 53.5337)
eaywag1,[],"['Misleading rolled calls', 'flight call']",50.9865,1.9695,Motacilla flava,Western Yellow Wagtail,Stanislas Wroza,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,http://xeno-canto.org/672912,eaywag1/XC672912.ogg,POINT (1.9695 50.9865)
eaywag1,[],['flight call'],50.6067,-1.1921,Motacilla flava,Western Yellow Wagtail,Jon Sparshott,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,1.0,http://xeno-canto.org/673165,eaywag1/XC673165.ogg,POINT (-1.1921 50.6067)
eaywag1,[],['flight call'],54.1707,-0.2611,Motacilla flava,Western Yellow Wagtail,Will Scott,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,http://xeno-canto.org/673461,eaywag1/XC673461.ogg,POINT (-0.2611 54.1707)
eaywag1,[],['flight call'],53.5337,-1.7832,Motacilla flava,Western Yellow Wagtail,David Pennington,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,http://xeno-canto.org/675728,eaywag1/XC675728.ogg,POINT (-1.7832 53.5337)
eaywag1,[],"['call', 'male']",50.2527,1.5924,Motacilla flava,Western Yellow Wagtail,Valentin Monnoy,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,http://xeno-canto.org/679942,eaywag1/XC679942.ogg,POINT (1.5924 50.2527)
eaywag1,[],['flight call'],51.4812,-9.7785,Motacilla flava,Western Yellow Wagtail,Irish Wildlife Sounds,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,http://xeno-canto.org/687209,eaywag1/XC687209.ogg,POINT (-9.7785 51.4812)
eaywag1,[],['flight call'],51.4812,-9.7785,Motacilla flava,Western Yellow Wagtail,Irish Wildlife Sounds,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,http://xeno-canto.org/687210,eaywag1/XC687210.ogg,POINT (-9.7785 51.4812)
eaywag1,[],['flight call'],51.4812,-9.7785,Motacilla flava,Western Yellow Wagtail,Irish Wildlife Sounds,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,http://xeno-canto.org/687219,eaywag1/XC687219.ogg,POINT (-9.7785 51.4812)
eaywag1,[],['flight call'],51.4812,-9.7785,Motacilla flava,Western Yellow Wagtail,Irish Wildlife Sounds,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,http://xeno-canto.org/687220,eaywag1/XC687220.ogg,POINT (-9.7785 51.4812)
eaywag1,[],[''],53.9299,-2.9833,Motacilla flava,Western Yellow Wagtail,Chris Batty,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,https://xeno-canto.org/702608,eaywag1/XC702608.ogg,POINT (-2.9833 53.9299)
eaywag1,[],[''],53.9299,-2.9833,Motacilla flava,Western Yellow Wagtail,Chris Batty,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://xeno-canto.org/702609,eaywag1/XC702609.ogg,POINT (-2.9833 53.9299)
eaywag1,[],[''],51.1186,4.3055,Motacilla flava,Western Yellow Wagtail,Gil Lissens,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/741363,eaywag1/XC741363.ogg,POINT (4.3055 51.1186)
eaywag1,[],[''],52.1418,5.3724,Motacilla flava,Western Yellow Wagtail,Frank Pierik,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://xeno-canto.org/744751,eaywag1/XC744751.ogg,POINT (5.3724 52.1418)
eaywag1,[],[''],51.7475,-1.2182,Motacilla flava,Western Yellow Wagtail,Tom Bedford,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://xeno-canto.org/745617,eaywag1/XC745617.ogg,POINT (-1.2182 51.7475)
eaywag1,[],[''],51.6997,5.6166,Motacilla flava,Western Yellow Wagtail,Gerard van Aalst,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://xeno-canto.org/754341,eaywag1/XC754341.ogg,POINT (5.6166 51.6997)
eaywag1,[],[''],60.8001,-0.8133,Motacilla flava,Western Yellow Wagtail,David Cooper,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://xeno-canto.org/757601,eaywag1/XC757601.ogg,POINT (-0.8133 60.8001)
eaywag1,[],[''],53.1206,4.8816,Motacilla flava,Western Yellow Wagtail,Michel Veldt,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/768587,eaywag1/XC768587.ogg,POINT (4.8816 53.1206)
eaywag1,[],[''],52.0743,4.7684,Motacilla flava,Western Yellow Wagtail,Michel Veldt,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://xeno-canto.org/770713,eaywag1/XC770713.ogg,POINT (4.7684 52.0743)
eaywag1,[],[''],58.5701,-4.7642,Motacilla flava,Western Yellow Wagtail,Peter Stronach,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://xeno-canto.org/772237,eaywag1/XC772237.ogg,POINT (-4.7642 58.5701)
eaywag1,[],[''],50.8235,4.3844,Motacilla flava,Western Yellow Wagtail,Elisabeth Godding,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/823211,eaywag1/XC823211.ogg,POINT (4.3844 50.8235)
eaywag1,[],[''],53.5337,-1.7832,Motacilla flava,Western Yellow Wagtail,David Pennington,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/826313,eaywag1/XC826313.ogg,POINT (-1.7832 53.5337)
eaywag1,[],[''],50.8692,1.5842,Motacilla flava,Western Yellow Wagtail,Stanislas Wroza,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/828776,eaywag1/XC828776.ogg,POINT (1.5842 50.8692)
eaywag1,[],[''],52.1963,-6.4439,Motacilla flava,Western Yellow Wagtail,Paul Kelly,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://xeno-canto.org/832047,eaywag1/XC832047.ogg,POINT (-6.4439 52.1963)
eaywag1,[],[''],51.1817,4.4722,Motacilla flava,Western Yellow Wagtail,Wim Jacobs,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://xeno-canto.org/856135,eaywag1/XC856135.ogg,POINT (4.4722 51.1817)
eaywag1,[],[''],50.835,5.734,Motacilla flava,Western Yellow Wagtail,Michael Hurben,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://xeno-canto.org/856567,eaywag1/XC856567.ogg,POINT (5.734 50.835)
bkwsti,[],"['adult', 'alarm call', 'flight call']",49.7045,-1.361,Himantopus himantopus,Black-winged Stilt,Alain Verneau,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/570969,bkwsti/XC570969.ogg,POINT (-1.361 49.7045)
bkwsti,[],['call'],50.1506,1.4766,Himantopus himantopus,Black-winged Stilt,Guillaume Bigayon,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/579834,bkwsti/XC579834.ogg,POINT (1.4766 50.1506)
bkwsti,[],"['adult', 'alarm call', 'call', 'flight call', 'sex uncertain']",50.1941,1.6821,Himantopus himantopus,Black-winged Stilt,Florian Kubala,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/636949,bkwsti/XC636949.ogg,POINT (1.6821 50.1941)
bkwsti,[],"['adult', 'call', 'sex uncertain']",50.1906,1.685,Himantopus himantopus,Black-winged Stilt,Tristan Guillebot de Nerville,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,http://xeno-canto.org/682637,bkwsti/XC682637.ogg,POINT (1.685 50.1906)
bkwsti,[],"['adult', 'call', 'sex uncertain']",50.1909,1.6843,Himantopus himantopus,Black-winged Stilt,Tristan Guillebot de Nerville,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,http://xeno-canto.org/690160,bkwsti/XC690160.ogg,POINT (1.6843 50.1909)
bkwsti,[],[''],49.7055,-1.3696,Himantopus himantopus,Black-winged Stilt,Alain Verneau,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/726189,bkwsti/XC726189.ogg,POINT (-1.3696 49.7055)
bkwsti,[],[''],50.992,2.8534,Himantopus himantopus,Black-winged Stilt,WINDELS Martin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/780711,bkwsti/XC780711.ogg,POINT (2.8534 50.992)
bkwsti,[],[''],49.2426,-0.1743,Himantopus himantopus,Black-winged Stilt,Fabrice Mortreux,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/794551,bkwsti/XC794551.ogg,POINT (-0.1743 49.2426)
bkwsti,[],[''],52.0042,4.4633,Himantopus himantopus,Black-winged Stilt,Susanne Kuijpers,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://xeno-canto.org/804586,bkwsti/XC804586.ogg,POINT (4.4633 52.0042)
bkwsti,[],[''],52.1963,-6.4439,Himantopus himantopus,Black-winged Stilt,Paul Kelly,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://xeno-canto.org/804622,bkwsti/XC804622.ogg,POINT (-6.4439 52.1963)
bkwsti,[],[''],52.1963,-6.4439,Himantopus himantopus,Black-winged Stilt,Paul Kelly,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://xeno-canto.org/805567,bkwsti/XC805567.ogg,POINT (-6.4439 52.1963)
bkwsti,[],[''],52.0053,4.4673,Himantopus himantopus,Black-winged Stilt,Susanne Kuijpers,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://xeno-canto.org/806628,bkwsti/XC806628.ogg,POINT (4.4673 52.0053)
bkwsti,[],[''],49.2426,-0.1743,Himantopus himantopus,Black-winged Stilt,Fabrice Mortreux,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://xeno-canto.org/807132,bkwsti/XC807132.ogg,POINT (-0.1743 49.2426)
bkwsti,[],[''],49.1144,-0.4023,Himantopus himantopus,Black-winged Stilt,Martin Billard,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://xeno-canto.org/809164,bkwsti/XC809164.ogg,POINT (-0.4023 49.1144)
bkwsti,[],[''],52.3689,5.5995,Himantopus himantopus,Black-winged Stilt,Jelle Scharringa,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://xeno-canto.org/810394,bkwsti/XC810394.ogg,POINT (5.5995 52.3689)
bkwsti,[],[''],52.9334,0.026,Himantopus himantopus,Black-winged Stilt,Andrew Harrop,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://xeno-canto.org/822852,bkwsti/XC822852.ogg,POINT (0.026 52.9334)
lirplo,[],"['call', 'female']",49.9149,-6.3029,Charadrius dubius,Little Ringed Plover,Ashley Fisher,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.0,https://www.xeno-canto.org/128884,lirplo/XC128884.ogg,POINT (-6.3029 49.9149)
lirplo,[],['call'],51.0383,3.9184,Charadrius dubius,Little Ringed Plover,Erik Roels,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.0,https://www.xeno-canto.org/142810,lirplo/XC142810.ogg,POINT (3.9184 51.0383)
lirplo,[],['call'],51.7159,5.6055,Charadrius dubius,Little Ringed Plover,Bart Gras,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/234556,lirplo/XC234556.ogg,POINT (5.6055 51.7159)
lirplo,[],['flight call'],51.94,5.9038,Charadrius dubius,Little Ringed Plover,Joost van Bruggen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.0,https://www.xeno-canto.org/287734,lirplo/XC287734.ogg,POINT (5.9038 51.94)
lirplo,[],['call'],51.4834,0.2942,Charadrius dubius,Little Ringed Plover,David Darrell-Lambert,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/380178,lirplo/XC380178.ogg,POINT (0.2942 51.4834)
lirplo,[],"['flight call', 'migration', 'night', 'trekroep']",51.7489,5.8896,Charadrius dubius,Little Ringed Plover,J. Veeken,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/405110,lirplo/XC405110.ogg,POINT (5.8896 51.7489)
lirplo,[],['alarm call'],52.1243,5.0137,Charadrius dubius,Little Ringed Plover,Frank Roos,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/408342,lirplo/XC408342.ogg,POINT (5.0137 52.1243)
lirplo,[],"['alarm call', 'call', 'flight call']",50.8864,4.3833,Charadrius dubius,Little Ringed Plover,Seynaeve Adriaan,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/420707,lirplo/XC420707.ogg,POINT (4.3833 50.8864)
lirplo,[],['flight call'],52.0612,5.371,Charadrius dubius,Little Ringed Plover,Aat Schaftenaar,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,1.0,https://www.xeno-canto.org/422711,lirplo/XC422711.ogg,POINT (5.371 52.0612)
lirplo,[],['flight call'],52.0612,5.371,Charadrius dubius,Little Ringed Plover,Aat Schaftenaar,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,1.0,https://www.xeno-canto.org/422712,lirplo/XC422712.ogg,POINT (5.371 52.0612)
lirplo,[],['song'],51.4109,4.4281,Charadrius dubius,Little Ringed Plover,Bram Vogels,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/445286,lirplo/XC445286.ogg,POINT (4.4281 51.4109)
lirplo,[],['call'],51.4109,4.4281,Charadrius dubius,Little Ringed Plover,Bram Vogels,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/445287,lirplo/XC445287.ogg,POINT (4.4281 51.4109)
lirplo,[],['song'],51.4114,4.428,Charadrius dubius,Little Ringed Plover,Bram Vogels,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/464306,lirplo/XC464306.ogg,POINT (4.428 51.4114)
lirplo,[],"['flight call', 'wingbeats']",52.1468,5.3788,Charadrius dubius,Little Ringed Plover,Gerda van Deelen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.0,https://www.xeno-canto.org/471024,lirplo/XC471024.ogg,POINT (5.3788 52.1468)
lirplo,[],['flight call'],52.1593,5.3563,Charadrius dubius,Little Ringed Plover,Johan Jordaans,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.0,https://www.xeno-canto.org/471236,lirplo/XC471236.ogg,POINT (5.3563 52.1593)
lirplo,[],"['flight call', 'nocturnal flight call']",52.2183,0.1441,Charadrius dubius,Little Ringed Plover,Simon Gillings,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/475070,lirplo/XC475070.ogg,POINT (0.1441 52.2183)
lirplo,[],['flight call'],52.1593,5.3563,Charadrius dubius,Little Ringed Plover,Johan Jordaans,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/482344,lirplo/XC482344.ogg,POINT (5.3563 52.1593)
lirplo,[],['flight call'],52.3559,4.9373,Charadrius dubius,Little Ringed Plover,guus van duin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/484440,lirplo/XC484440.ogg,POINT (4.9373 52.3559)
lirplo,[],"['call', 'flight call']",53.9299,-2.9833,Charadrius dubius,Little Ringed Plover,Chris Batty,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,https://www.xeno-canto.org/523189,lirplo/XC523189.ogg,POINT (-2.9833 53.9299)
lirplo,['barswa'],"['call', 'flight call']",53.9299,-2.9833,Charadrius dubius,Little Ringed Plover,Chris Batty,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,https://www.xeno-canto.org/523191,lirplo/XC523191.ogg,POINT (-2.9833 53.9299)
lirplo,[],"['call', 'flight call', 'nocturnal flight call']",53.9299,-2.9833,Charadrius dubius,Little Ringed Plover,Chris Batty,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,https://www.xeno-canto.org/523192,lirplo/XC523192.ogg,POINT (-2.9833 53.9299)
lirplo,[],"['call', 'flight call', 'nocturnal flight call']",53.9299,-2.9833,Charadrius dubius,Little Ringed Plover,Chris Batty,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/523193,lirplo/XC523193.ogg,POINT (-2.9833 53.9299)
lirplo,[],['call'],51.962,5.8335,Charadrius dubius,Little Ringed Plover,James Lidster,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.0,https://www.xeno-canto.org/528269,lirplo/XC528269.ogg,POINT (5.8335 51.962)
